"CN","PLT_CN","PREV_SIT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","AGECHKCD_RMRS","AGE_DETERMINATION_METHOD_PNWRS","CCLCD_RMRS","DAMAGE_AGENT_CD1_RMRS","DAMAGE_AGENT_CD2_RMRS","DAMAGE_AGENT_CD3_RMRS","SIBASE_AGE_PNWRS","SITETRCD_RMRS","SITE_AGE_TREE_STATUS_PNWRS","SITE_AGE_TREE_TYPE_PNWRS","SITE_TREE_METHOD_PNWRS","SITREE_EQU_NO_PNWRS","TREECLCD_RMRS","TREE_ACT_RMRS","YEAR_AGE_TAKEN","SIEQN_REF_CD","SITREE_FVS","SIBASE_FVS","SIEQN_REF_CD_FVS"
"238789877010854","61597574010478","",2000,13,3,33,7,1,2,121,13.3,62,28,1,73,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238789876010854","61597574010478","",2000,13,3,33,7,1,1,121,10.6,57,27,1,69,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238789878010854","61597635010478","",2000,13,3,33,3,2,1,621,16.8,105,48,39,105,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238789879010854","61597635010478","",2000,13,3,33,3,2,2,611,24,102,50,34,96,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238789880010854","61598201010478","",2000,13,3,33,30,1,1,621,17,98,46,39,99,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238789881010854","61598201010478","",2000,13,3,33,30,1,2,621,18.4,104,43,39,108,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238789882010854","61598273010478","",2000,13,3,35,21,1,1,131,9,58,18,2,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,3,,,,,,,,,"",,"",,,,,"",,,""
"238883624010854","61136160010478","",1998,13,1,107,27,1,1,111,9.8,58,20,1,78,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883625010854","61136160010478","",1998,13,1,107,27,1,2,111,8.3,54,20,1,74,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883627010854","61136293010478","",1998,13,1,107,9,2,2,131,8.6,55,25,2,70,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883626010854","61136293010478","",1998,13,1,107,9,2,1,131,9.3,56,20,2,80,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883628010854","61136863010478","",1998,13,1,109,19,1,1,621,16.8,96,48,39,96,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883629010854","61136863010478","",1998,13,1,109,19,1,2,621,17.3,97,50,39,96,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883630010854","61137107010478","",1998,13,5,111,45,1,1,132,13.7,74,72,3,67,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883631010854","61137107010478","",1998,13,5,111,45,2,2,131,6.1,47,20,2,67,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883632010854","61137107010478","",1998,13,5,111,45,2,3,132,7.9,56,24,3,80,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883633010854","61137230010478","",1998,13,5,111,36,2,1,621,14.6,104,47,39,105,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238757340010854","61277912010478","",2001,13,5,85,16,1,1,110,8.2,62,44,2,64,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238757342010854","61278071010478","",2001,13,2,87,34,1,1,812,17.9,73,48,28,74,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238883725010854","61141040010478","",1998,13,4,121,15,2,4,131,13.3,86,39,2,91,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883726010854","61141040010478","",1998,13,4,121,15,3,5,131,7,55,26,2,68,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883728010854","61141157010478","",1998,13,4,121,61,1,1,131,15.1,98,65,2,91,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883729010854","61141157010478","",1998,13,4,121,61,1,2,802,12.2,84,55,25,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883730010854","61141241010478","",1998,13,4,121,36,1,1,802,12.3,85,54,25,80,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883731010854","61141241010478","",1998,13,4,121,36,1,2,131,14.5,97,54,2,93,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883732010854","61141241010478","",1998,13,4,121,36,2,3,802,12.3,85,54,25,80,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883733010854","61141241010478","",1998,13,4,121,36,2,4,131,14.5,97,54,2,93,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883734010854","61141323010478","",1998,13,5,123,3,2,1,131,15.4,81,49,2,80,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883735010854","61141323010478","",1998,13,5,123,3,2,2,621,16.7,95,49,39,94,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883736010854","61141382010478","",1998,13,5,123,7,1,1,802,12.6,73,68,25,61,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883737010854","61141382010478","",1998,13,5,123,7,1,2,110,10.2,72,78,2,58,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883738010854","61141469010478","",1998,13,5,123,32,1,1,131,10.1,73,39,2,77,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883739010854","61141469010478","",1998,13,5,123,32,1,2,802,10.9,72,49,25,72,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883740010854","61141586010478","",1998,13,5,123,19,1,1,110,10,64,75,2,53,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883741010854","61141586010478","",1998,13,5,123,19,1,2,832,11.5,59,78,27,47,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883742010854","61141681010478","",1998,13,5,123,5,1,1,621,18,92,55,39,89,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883743010854","61141681010478","",1998,13,5,123,5,1,2,621,16.6,90,46,39,91,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883744010854","61141755010478","",1998,13,5,123,43,1,1,802,16.3,73,89,25,56,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883745010854","61141755010478","",1998,13,5,123,43,1,2,802,11.9,68,70,25,56,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883747010854","61141889010478","",1998,13,5,123,25,1,2,802,9.1,67,32,25,86,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883746010854","61141889010478","",1998,13,5,123,25,1,1,621,11.4,78,34,39,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883748010854","61141889010478","",1998,13,5,123,25,2,3,132,11,73,35,3,83,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883749010854","61141889010478","",1998,13,5,123,25,2,4,621,11.4,78,34,39,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883752010854","61141987010478","",1998,13,5,123,40,1,1,832,12,71,71,27,59,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883753010854","61141987010478","",1998,13,5,123,40,1,2,832,12.6,75,72,27,62,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883754010854","61142066010478","",1998,13,5,123,15,1,1,621,10.4,89,24,39,117,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883755010854","61142256010478","",1998,13,1,127,15,1,1,131,7.4,47,16,2,77,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883756010854","61142256010478","",1998,13,1,127,15,1,2,131,6.6,43,17,2,68,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883757010854","61142376010478","",1998,13,1,127,41,1,1,111,9.8,63,16,1,91,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883758010854","61142376010478","",1998,13,1,127,41,1,2,111,9.5,63,16,1,91,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883759010854","61142586010478","",1998,13,1,127,22,1,1,131,7.9,57,16,2,93,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883760010854","61142586010478","",1998,13,1,127,22,1,2,131,9.3,63,18,2,95,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883761010854","61142707010478","",1998,13,1,127,2,1,1,111,11.6,60,16,1,88,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883762010854","61142707010478","",1998,13,1,127,2,1,2,111,8.1,55,16,1,82,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883763010854","61143085010478","",1998,13,1,127,59,1,1,131,9.9,63,20,2,90,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883764010854","61143085010478","",1998,13,1,127,59,1,2,131,8.1,57,20,2,81,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883765010854","61143243010478","",1998,13,5,129,37,2,1,621,13.8,89,32,39,103,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883766010854","61143243010478","",1998,13,5,129,37,2,2,802,16.6,85,42,25,93,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883767010854","61143291010478","",1998,13,5,129,24,1,1,802,9.8,60,31,25,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883768010854","61143291010478","",1998,13,5,129,24,1,2,812,16.8,82,65,28,71,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883769010854","61143427010478","",1998,13,5,129,6,1,1,621,15.2,80,24,39,105,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883770010854","61143427010478","",1998,13,5,129,6,1,2,611,11.1,75,18,34,118,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883771010854","61143427010478","",1998,13,5,129,6,2,3,621,15.2,80,24,39,105,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883772010854","61143427010478","",1998,13,5,129,6,2,4,611,11.1,75,18,34,118,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883773010854","61143566010478","",1998,13,5,129,32,1,1,132,15.9,71,60,3,67,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883774010854","61143726010478","",1998,13,2,131,46,2,1,131,17.4,97,32,2,110,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883775010854","61143726010478","",1998,13,2,131,46,2,2,111,16.3,98,57,1,95,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883776010854","61143726010478","",1998,13,2,131,46,3,3,621,13.6,98,28,39,120,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883777010854","61143726010478","",1998,13,2,131,46,3,4,621,11.1,88,31,39,103,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883778010854","61144051010478","",1998,13,2,131,49,1,1,131,13.4,75,34,2,83,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883779010854","61144051010478","",1998,13,2,131,49,1,2,131,11.5,72,30,2,84,50,,,,1,,1,"",2010-08-17,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883780010854","61144357010478","",1998,13,3,133,17,1,1,131,8.5,54,16,2,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883781010854","61144357010478","",1998,13,3,133,17,1,2,131,7.6,54,16,2,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883782010854","61144470010478","",1998,13,3,133,34,1,1,131,14.3,85,54,2,82,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883783010854","61144470010478","",1998,13,3,133,34,1,2,110,15.3,88,55,2,82,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883784010854","61144582010478","",1998,13,3,133,23,1,1,131,12.5,67,50,2,66,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883785010854","61144582010478","",1998,13,3,133,23,1,2,131,9.9,57,50,2,56,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883786010854","61144799010478","",1998,13,3,133,43,1,1,110,11,78,56,2,72,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883787010854","61144799010478","",1998,13,3,133,43,1,2,131,12.1,74,52,2,72,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883788010854","61144864010478","",1998,13,3,133,37,1,1,131,7.4,45,27,2,55,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883789010854","61144864010478","",1998,13,3,133,37,2,2,802,10.2,61,36,25,74,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883790010854","61144864010478","",1998,13,3,133,37,2,3,611,8.7,68,34,34,78,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883791010854","61144953010478","",1998,13,3,133,5,1,1,110,11.8,57,38,2,63,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883792010854","61144953010478","",1998,13,3,133,5,1,2,131,13,58,39,2,61,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883793010854","61144953010478","",1998,13,3,133,5,3,3,131,10.3,51,28,2,61,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883794010854","61144953010478","",1998,13,3,133,5,3,4,131,10.7,52,30,2,61,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883795010854","61145034010478","",1998,13,3,133,47,1,1,621,16.9,102,39,39,109,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883796010854","61145034010478","",1998,13,3,133,47,1,2,621,20.9,119,47,39,120,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883797010854","61145096010478","",1998,13,3,133,25,1,1,131,8.2,49,23,2,65,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883798010854","61145096010478","",1998,13,3,133,25,1,2,802,11.5,60,46,25,62,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883799010854","61145172010478","",1998,13,3,133,38,1,1,802,15.5,93,67,25,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883800010854","61145172010478","",1998,13,3,133,38,1,2,812,18.5,106,68,28,90,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883801010854","61145172010478","",1998,13,3,133,38,2,3,621,11.8,93,48,39,93,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883802010854","61145172010478","",1998,13,3,133,38,2,4,621,15.5,98,49,39,97,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883803010854","61145266010478","",1998,13,4,135,36,1,1,621,18,120,59,39,114,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883804010854","61145266010478","",1998,13,4,135,36,1,2,621,17.3,117,56,39,112,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883805010854","61145326010478","",1998,13,4,135,44,1,1,131,16,108,57,2,103,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883806010854","61145326010478","",1998,13,4,135,44,1,2,131,20.5,103,77,2,92,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883807010854","61145397010478","",1998,13,4,135,48,1,1,621,10,81,16,39,131,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883808010854","61145397010478","",1998,13,4,135,48,1,2,621,12.7,120,89,39,106,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883809010854","61145468010478","",1998,13,4,135,16,1,1,131,15.9,82,34,2,91,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883810010854","61145468010478","",1998,13,4,135,16,1,2,131,15.3,75,33,2,84,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883811010854","61145581010478","",1998,13,4,135,17,1,1,131,18.8,99,52,2,96,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883812010854","61145581010478","",1998,13,4,135,17,1,2,131,22,101,65,2,93,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883813010854","61145673010478","",1998,13,4,135,54,2,1,131,13.5,73,35,2,80,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883814010854","61145673010478","",1998,13,4,135,54,2,2,131,12.4,67,37,2,72,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883815010854","61145726010478","",1998,13,4,135,3,1,1,812,13.7,89,45,28,93,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883816010854","61145726010478","",1998,13,4,135,3,1,2,621,14.9,97,37,39,106,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883817010854","61145726010478","",1998,13,4,135,3,2,3,131,14,86,40,2,90,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883818010854","61145726010478","",1998,13,4,135,3,2,4,131,13.1,87,39,2,92,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883819010854","61145836010478","",1998,13,4,135,49,1,1,833,13.7,85,53,26,81,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883820010854","61145836010478","",1998,13,4,135,49,1,2,621,14,98,68,39,90,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883821010854","61145909010478","",1998,13,4,135,40,1,1,131,12.3,62,19,2,91,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883822010854","61145909010478","",1998,13,4,135,40,1,2,131,11.6,62,20,2,88,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883823010854","61146013010478","",1998,13,4,135,21,2,1,131,14.5,64,35,2,70,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883824010854","61146013010478","",1998,13,4,135,21,2,2,131,15.1,78,45,2,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883825010854","61146122010478","",1998,13,5,137,8,1,1,812,12.4,91,49,28,91,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883826010854","61146122010478","",1998,13,5,137,8,1,2,837,11,92,58,28,84,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238883827010854","61146318010478","",1998,13,5,137,32,2,1,132,10.1,74,34,3,86,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,1,,,,,,,,,"",,"",,,,,"",,,""
"238757399010854","61287865010478","",2001,13,5,137,29,2,1,621,12.5,58,24,39,76,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238757400010854","61287906010478","",2001,13,5,137,12,2,1,110,10.9,70,44,2,72,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238757401010854","61287962010478","",2001,13,5,137,15,1,1,832,12.4,92,86,27,72,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238757402010854","61288098010478","",2001,13,4,139,52,2,1,131,10.3,45,24,2,58,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238757403010854","61288255010478","",2001,13,3,141,54,1,1,131,10.9,54,21,2,75,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238757404010854","61288507010478","",2001,13,3,141,46,1,1,802,11,67,46,25,69,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238757405010854","61288609010478","",2001,13,3,141,44,1,1,131,9.9,49,19,2,72,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238757406010854","61288714010478","",2001,13,3,141,29,1,1,812,10.4,67,35,28,82,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
"238757407010854","61288789010478","",2001,13,3,141,5,1,1,611,10.6,78,43,34,79,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",8,4,,,,,,,,,"",,"",,,,,"",,,""
