"","field_1","CN","PLT_CN","PREV_SIT_C","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CREATED_BY","CREATED_DA","CREATED_IN","MODIFIED_B","MODIFIED_D","MODIFIED_I","CYCLE","SUBCYCLE","AGECHKCD_R","AGE_DETERM","CCLCD_RMRS","DAMAGE_AGE","SIBASE_AGE","SITETRCD_R","SITE_AGE_T","SITE_TREE_","SITREE_EQU","TREECLCD_R","TREE_ACT_R","YEAR_AGE_T","LAT","LON","AVG_TEMP_bioclim","SOIL_MOIS","FIA_avg_soil_c","FIA_avg_soil_n","FIA_CN_RATIO","SOC_ORNL_kgperm2","N_ORNL_gperm2","Soilgrids_N_0.5","Soilgrids_N_5.15","Soilgrids_C_0.5","Soilgrids_C_5.15","precip_1","aridity_1","SOC_0_5_1","SOC_5_15_1","Nitrogen_0_5_1","Nitrogen_5_15_1","ORNL_CN","SOILGRIDS_C_AVG","SOILGRIDS_N_AVG","SOILGRIDS_CN","SOILGRIDS_CN_SCALE","logDIA","logAVG_TEMP","logSOILGRIDS_CN_SCALE","logAGEDIA","logprecip"
"1008",1008,2.05e+14,2.04e+13,NA,2004,12,3,119,20,1,1,"121",12.1,60,53,1,56,50,3,156,49.2,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.958345,-82.09584,21.44364,267.05,NA,NA,NA,8.917019844,545.073,1928,1541,416,197,1295,0.7619,435,166,2233,1760,16.3593130534809,25.5666666666667,19.1766666666667,1.3332174517643,36.3644274291674,1.08278537031645,1.33129850759422,1.56067675384033,1.72427586960079,3.11226976841727
"1048",1048,2.05e+14,9.08e+13,NA,2006,12,1,19,44,2,1,"121",12.1,51,35,1,55,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.00581,-81.964047,20.28551,247.17,NA,NA,NA,8.051400185,627.54602,1102,272,358,119,1309,0.8178,433,113,1652,350,12.8299756964437,21.9666666666667,7.84,2.80187074829932,43.6210433673469,1.08278537031645,1.30718593081784,1.63969604921293,1.54406804435028,3.11693964655076
"1075",1075,2.05e+14,9.08e+13,NA,2006,12,1,67,38,1,1,"121",13.2,69,62,1,62,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.16087,-83.312853,19.93285,321.773,NA,NA,NA,23.9673996,1898.18994,1374,412,401,110,1424,0.872,407,120,1535,170,12.6264495954499,21.5666666666667,6.25,3.45066666666667,46.826744,1.12057393120585,1.29956939858926,1.6704939610707,1.79239168949825,3.15350998930084
"1089",1089,2.05e+14,9.08e+13,NA,2006,12,1,79,52,1,1,"121",6.7,47,13,1,90,50,1,53,11.8,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.305529,-83.276853,19.90672,321.773,NA,NA,NA,23.9673996,1898.18994,1485,517,385,139,1385,0.8496,517,113,1429,152,12.6264495954499,24.7666666666667,5.77666666666667,4.28736295441431,50.9608603577611,0.826074802700826,1.29899970788028,1.70723675145983,1.11394335230684,3.14144977340047
"1096",1096,2.05e+14,2.02e+13,NA,2006,12,1,121,47,1,1,"121",10.9,57,51,1,54,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.91782,-82.845249,20.26093,267.05,NA,NA,NA,8.917019844,545.073,1553,652,490,140,1406,0.8482,549,162,1658,866,16.3593130534809,29.1,11.3,2.57522123893805,42.5011681415929,1.03742649794062,1.30665937609822,1.62840086676739,1.70757017609794,3.14798532068381
"1097",1097,2.05e+14,2.02e+13,NA,2006,12,1,121,51,1,1,"121",13.6,72,45,1,71,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.406828,-83.087543,19.84455,267.05,NA,NA,NA,8.917019844,545.073,1256,231,483,119,1348,0.8349,554,109,1750,264,16.3593130534809,25.7333333333333,7.59333333333333,3.38893766461809,46.521741000878,1.13353890837022,1.29764125518409,1.66765595912877,1.65321251377534,3.1296898921993
"1098",1098,2.05e+14,2.02e+13,NA,2006,12,1,121,51,2,1,"121",13.6,72,45,1,71,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.406828,-83.087543,19.84455,267.05,NA,NA,NA,8.917019844,545.073,1256,231,483,119,1348,0.8349,554,109,1750,264,16.3593130534809,25.7333333333333,7.59333333333333,3.38893766461809,46.521741000878,1.13353890837022,1.29764125518409,1.66765595912877,1.65321251377534,3.1296898921993
"1099",1099,2.05e+14,2.02e+13,NA,2006,12,1,121,52,2,1,"121",16.5,81,53,1,76,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.333803,-83.144872,19.84455,267.05,NA,NA,NA,8.917019844,545.073,1068,125,509,127,1348,0.8404,631,114,1488,192,16.3593130534809,28.6333333333333,6.24,4.58867521367521,52.4496442307692,1.21748394421391,1.29764125518409,1.71974254669282,1.72427586960079,3.1296898921993
"1110",1110,2.05e+14,9.08e+13,NA,2006,12,1,123,93,1,1,"121",10.6,53,23,1,69,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.919024,-83.567431,20.0835,256.447,NA,NA,NA,16.89570045,1509.02002,1168,491,477,221,1484,0.8946,481,144,1543,541,11.1964720322266,25.6333333333333,8.75,2.92952380952381,44.2517771428571,1.02530586526477,1.30283940061587,1.64593071656692,1.36172783601759,3.17143390094301
"1112",1112,2.05e+14,9.08e+13,NA,2006,12,1,123,96,1,1,"121",16.7,61,47,1,59,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.860249,-83.602297,20.0835,256.447,NA,NA,NA,16.89570045,1509.02002,1178,674,586,180,1484,0.8914,670,222,1353,779,11.1964720322266,37.1333333333333,9.70333333333333,3.82686362074888,48.6855331501202,1.22271647114758,1.30283940061587,1.68739993028126,1.67209785793572,3.17143390094301
"1116",1116,2.05e+14,9.08e+13,NA,2006,12,1,123,107,2,1,"121",16.7,64,60,1,58,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.080525,-83.668561,19.86198,321.773,NA,NA,NA,16.89570045,1898.18994,1262,478,857,246,1483,0.8971,793,176,1600,620,8.90095353155228,38.1666666666667,9.46666666666667,4.03169014084507,49.6975809859155,1.22271647114758,1.29802254024253,1.69633525010082,1.77815125038364,3.17114115102838
"1117",1117,2.05e+14,9.08e+13,NA,2006,12,1,123,107,3,1,"121",16.7,64,60,1,58,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.080525,-83.668561,19.86198,321.773,NA,NA,NA,16.89570045,1898.18994,1262,478,857,246,1483,0.8971,793,176,1600,620,8.90095353155228,38.1666666666667,9.46666666666667,4.03169014084507,49.6975809859155,1.22271647114758,1.29802254024253,1.69633525010082,1.77815125038364,3.17114115102838
"1147",1147,2.05e+14,2.02e+13,NA,2006,12,2,33,60,1,1,"121",11.6,80,61,1,73,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.703854,-87.45451,19.03732,240.528,NA,NA,NA,10.04090023,1153.23999,840,331,682,180,1677,1.0469,786,233,988,402,8.70668752130248,41.7333333333333,5.97333333333333,6.98660714285714,64.2978258928571,1.06445798922692,1.27960581006038,1.80819628834105,1.78532983501077,3.22453306260609
"1154",1154,2.05e+14,9.08e+13,NA,2006,12,2,37,77,1,1,"121",14.4,80,61,1,73,50,3,50,6.1,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.989287,-85.007332,19.8979,321.773,NA,NA,NA,23.9673996,1898.18994,997,441,601,333,1575,0.9832,541,198,1189,542,12.6264495954499,31.2333333333333,7.57666666666667,4.1223053233612,50.1453106027277,1.15836249209525,1.29880724392041,1.70023032569976,1.78532983501077,3.19728055812562
"1205",1205,2.05e+14,9.08e+13,NA,2006,12,2,77,66,1,1,"121",6.2,33,17,1,52,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.449702,-84.963732,19.36969,237.524,NA,NA,NA,7.234200001,796.36499,918,185,398,123,1505,0.9283,333,128,1050,221,9.08402565637648,19.6333333333333,4.97333333333333,3.94772117962467,49.2826903485255,0.792391689498254,1.2871226701581,1.6926944079962,1.23044892137827,3.17753649992986
"1206",1206,2.05e+14,9.08e+13,NA,2006,12,2,77,68,1,1,"121",13.1,80,66,1,71,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.146446,-85.083369,19.75617,237.524,NA,NA,NA,23.9673996,1898.18994,1167,507,557,171,1617,1.0018,663,157,1319,576,12.6264495954499,32.5666666666667,8.23666666666667,3.9538648320518,49.313046135168,1.11727129565576,1.2957027545691,1.69296183033147,1.81954393554187,3.2087100199064
"1207",1207,2.05e+14,9.08e+13,NA,2006,12,2,77,70,2,1,"121",13.8,64,101,1,53,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.093735,-84.818183,19.67214,321.773,NA,NA,NA,23.9673996,1898.18994,1157,468,552,215,1553,0.9616,616,203,1233,551,12.6264495954499,34.0666666666667,7.78333333333333,4.37687366167024,51.4031327623126,1.13987908640124,1.29385160646933,1.71098958786542,2.00432137378264,3.19117145572856
"1208",1208,2.05e+14,2.02e+13,NA,2006,12,2,91,73,1,1,"121",12.4,57,51,1,54,50,2,124,18.9,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.660213,-86.616082,19.19482,253.076,NA,NA,NA,7.936860085,638.43597,607,185,364,160,1624,1.02,382,130,442,151,12.4317244922776,21.4,2.48,8.62903225806452,72.4130483870968,1.09342168516224,1.283184043863,1.85981683045016,1.70757017609794,3.21058602490516
"1209",1209,2.05e+14,9.08e+13,NA,2006,12,2,91,74,1,1,"121",10.1,57,30,1,65,50,2,106,20.5,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.827932,-86.398274,18.94182,237.524,NA,NA,NA,7.234200001,796.36499,571,237,547,166,1612,1.0087,442,136,527,187,9.08402565637648,23.8,3.00333333333333,7.92452830188679,68.9320943396226,1.00432137378264,1.27742170528937,1.83842147371142,1.47712125471966,3.20736503746907
"1210",1210,2.05e+14,9.08e+13,NA,2006,12,2,91,74,2,2,"121",12.7,58,52,1,55,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.827932,-86.398274,18.94182,237.524,NA,NA,NA,7.234200001,796.36499,571,237,547,166,1612,1.0087,442,136,527,187,9.08402565637648,23.8,3.00333333333333,7.92452830188679,68.9320943396226,1.10380372095596,1.27742170528937,1.83842147371142,1.7160033436348,3.20736503746907
"1211",1211,2.05e+14,9.08e+13,NA,2006,12,2,91,74,3,2,"121",12.7,58,52,1,55,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.827932,-86.398274,18.94182,237.524,NA,NA,NA,7.234200001,796.36499,571,237,547,166,1612,1.0087,442,136,527,187,9.08402565637648,23.8,3.00333333333333,7.92452830188679,68.9320943396226,1.10380372095596,1.27742170528937,1.83842147371142,1.7160033436348,3.20736503746907
"1212",1212,2.05e+14,2.02e+13,NA,2006,12,2,91,77,1,1,"121",8,56,38,1,58,50,3,129,23.5,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.499431,-86.674514,19.56049,253.076,0.405,0.0015,270,7.936860085,638.43597,831,312,891,201,1617,0.9997,1092,181,900,403,12.4317244922776,48.4666666666667,5.68666666666667,8.52286049237984,71.8884536928488,0.903089986991944,1.29137972988055,1.85665914211918,1.57978359661681,3.2087100199064
"1213",1213,2.05e+14,2.02e+13,NA,2006,12,2,91,80,1,1,"121",15,55,54,1,51,50,1,352,9.8,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.820101,-86.580332,19.02168,237.524,0.44,0.02,22,7.234200001,796.36499,412,199,337,120,1610,1.0197,406,120,520,131,9.08402565637648,21.5333333333333,2.60666666666667,8.26086956521739,70.5939565217391,1.17609125905568,1.27924887130322,1.8487675231254,1.73239375982297,3.20682587603185
"1215",1215,2.05e+14,2.02e+13,NA,2006,12,2,91,83,1,2,"121",9.7,49,41,1,50,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.514458,-86.515664,19.19482,253.076,NA,NA,NA,7.936860085,638.43597,682,219,491,196,1624,1.0125,595,161,675,185,12.4317244922776,30.5666666666667,3.48333333333333,8.77511961722488,73.1348660287081,0.986771734266245,1.283184043863,1.86412447017129,1.61278385671974,3.21058602490516
"1217",1217,2.05e+14,9.08e+13,NA,2006,12,2,91,85,1,1,"121",12.6,93,52,1,88,50,3,11,16,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.979559,-86.657691,18.78581,237.524,NA,NA,NA,7.234200001,796.36499,515,155,545,162,1591,1.0174,424,143,452,111,9.08402565637648,23.6666666666667,2.24666666666667,10.5341246290801,81.8261097922849,1.10037054511756,1.27382992556104,1.91289190427515,1.7160033436348,3.20167017964658
"1218",1218,2.05e+14,2.02e+13,NA,2006,12,2,91,87,1,1,"121",9.8,55,66,1,49,50,1,216,15.3,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.58127,-86.494207,19.1684,253.076,NA,NA,NA,7.936860085,638.43597,529,262,454,146,1626,1.0126,333,123,539,140,12.4317244922776,19.3,2.73,7.06959706959707,64.7078791208791,0.991226075692495,1.28258586352121,1.81095716552776,1.81954393554187,3.21112054125805
"1219",1219,2.05e+14,2.02e+13,NA,2006,12,2,91,87,2,1,"121",9.8,55,66,1,49,50,1,216,15.3,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.58127,-86.494207,19.1684,253.076,NA,NA,NA,7.936860085,638.43597,529,262,454,146,1626,1.0126,333,123,539,140,12.4317244922776,19.3,2.73,7.06959706959707,64.7078791208791,0.991226075692495,1.28258586352121,1.81095716552776,1.81954393554187,3.21112054125805
"1221",1221,2.05e+14,9.08e+13,NA,2006,12,2,91,92,1,1,"121",15.7,79,54,1,74,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.910946,-86.665851,18.78581,237.524,NA,NA,NA,7.234200001,796.36499,497,152,417,158,1591,1.018,320,141,397,113,9.08402565637648,20.0666666666667,2.07666666666667,9.66292134831461,77.5214943820225,1.19589965240923,1.27382992556104,1.88942213601911,1.73239375982297,3.20167017964658
"1222",1222,2.05e+14,2.02e+13,NA,2006,12,2,113,72,1,1,"121",15.7,82,58,1,75,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.945337,-86.956497,18.78608,237.524,NA,NA,NA,7.234200001,796.36499,607,233,613,180,1633,1.0471,671,184,611,156,9.08402565637648,34.6333333333333,3.07666666666667,11.2567713976165,85.3967074756229,1.19589965240923,1.27383616743549,1.93144112651179,1.76342799356294,3.21298618473667
"1223",1223,2.05e+14,2.02e+13,NA,2006,12,2,113,73,1,1,"121",10.1,52,50,1,50,50,2,171,21.3,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.511252,-86.809546,19.36376,253.076,NA,NA,NA,7.936860085,638.43597,810,221,322,211,1618,0.9984,380,124,515,199,12.4317244922776,20.9333333333333,3.04333333333333,6.87842278203724,63.763286966046,1.00432137378264,1.28698969123173,1.80457069663181,1.69897000433602,3.20897851727625
"1225",1225,2.05e+14,2.02e+13,NA,2006,12,2,113,76,1,1,"121",10.1,59,39,1,61,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.809434,-86.868554,19.04012,237.524,NA,NA,NA,7.234200001,796.36499,496,246,516,142,1611,1.0243,417,143,554,149,9.08402565637648,23.4333333333333,2.84,8.25117370892019,70.5460492957747,1.00432137378264,1.27966968118993,1.84847269750799,1.5910646070265,3.20709554041922
"1226",1226,2.05e+14,2.02e+13,NA,2006,12,2,113,77,1,1,"121",17.1,85,63,1,77,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.864893,-86.946932,18.78608,237.524,NA,NA,NA,7.234200001,796.36499,696,327,707,196,1633,1.0295,686,153,702,222,9.08402565637648,33.0666666666667,3.82,8.65619546247818,72.5472617801047,1.23299611039215,1.27383616743549,1.86062102509584,1.79934054945358,3.21298618473667
"1227",1227,2.05e+14,2.02e+13,NA,2006,12,2,113,79,1,1,"121",16.6,85,75,1,74,50,4,303,11.5,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.965967,-86.808324,18.79573,237.524,NA,NA,NA,7.234200001,796.36499,434,106,323,154,1612,1.0287,432,157,465,104,9.08402565637648,24.8666666666667,2.24333333333333,11.0846953937593,84.5464799405646,1.22010808804006,1.27405919777077,1.92709553063024,1.8750612633917,3.20736503746907
"1230",1230,2.05e+14,9.08e+13,NA,2006,12,2,113,82,1,1,"121",13.4,69,50,1,66,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.648773,-86.904419,19.32266,253.076,NA,NA,NA,7.936860085,638.43597,691,271,463,142,1609,1.0049,345,153,608,175,12.4317244922776,21.7,3.19333333333333,6.79540709812109,63.3531064718163,1.12710479836481,1.28606691213139,1.8017679150441,1.69897000433602,3.20655604409903
"1231",1231,2.05e+14,2.02e+13,NA,2006,12,2,113,89,1,1,"121",15.3,74,55,1,69,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.964874,-87.077377,18.83518,237.524,NA,NA,NA,7.234200001,796.36499,583,283,755,194,1662,1.0575,631,153,492,208,9.08402565637648,31.2333333333333,3.02666666666667,10.3193832599119,80.7650726872247,1.1846914308176,1.27496977493128,1.9072235882667,1.74036268949424,3.22063101944809
"1232",1232,2.05e+14,2.02e+13,NA,2006,12,2,113,90,1,1,"121",12.8,78,59,1,71,50,1,329,19.5,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.890172,-86.809217,18.79573,237.524,NA,NA,NA,7.234200001,796.36499,382,180,383,139,1612,1.0313,542,144,498,179,9.08402565637648,27.6666666666667,2.85333333333333,9.69626168224299,77.6862289719626,1.10720996964787,1.27405919777077,1.89034404053145,1.77085201164214,3.20736503746907
"1233",1233,2.05e+14,2.02e+13,NA,2006,12,2,113,90,2,1,"121",12.8,78,59,1,71,50,1,329,19.5,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.890172,-86.809217,18.79573,237.524,NA,NA,NA,7.234200001,796.36499,382,180,383,139,1612,1.0313,542,144,498,179,9.08402565637648,27.6666666666667,2.85333333333333,9.69626168224299,77.6862289719626,1.10720996964787,1.27405919777077,1.89034404053145,1.77085201164214,3.20736503746907
"1237",1237,2.05e+14,2.02e+13,NA,2006,12,2,129,50,1,1,"121",10.6,67,100,1,56,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.154975,-84.656987,19.72533,253.076,NA,NA,NA,7.936860085,638.43597,1131,465,728,239,1556,0.96,495,152,1392,565,12.4317244922776,26.6333333333333,8.40666666666667,3.16812053925456,45.4306835844568,1.02530586526477,1.29502427758388,1.65734927158733,2,3.19200959265367
"1242",1242,2.05e+14,9.08e+13,NA,2006,12,2,129,62,1,1,"121",17.8,76,99,1,63,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.079048,-84.382591,19.79576,321.773,NA,NA,NA,23.9673996,1898.18994,1180,415,375,133,1558,0.9572,402,157,1440,585,12.6264495954499,23.8666666666667,8.7,2.74329501915709,43.3316206896552,1.25042000230889,1.29657217986798,1.63680493282415,1.99563519459755,3.19256745333655
"1245",1245,2.05e+14,9.08e+13,NA,2006,12,2,131,88,1,1,"121",12,62,37,1,65,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.282407,-86.001122,19.54145,321.773,NA,NA,NA,23.9673996,1898.18994,963,560,451,341,1627,1.0038,357,240,1066,495,12.6264495954499,27.9,6.85333333333333,4.07101167315175,49.8918686770428,1.07918124604762,1.29095678577144,1.69802977054431,1.56820172406699,3.21138755293686
"1252",1252,2.05e+14,9.08e+13,NA,2006,12,2,131,101,1,1,"121",9.4,51,30,1,58,50,1,261,14.1,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.939044,-86.101651,18.80516,237.524,NA,NA,NA,7.234200001,796.36499,365,111,538,183,1526,0.9677,489,150,443,106,9.08402565637648,26.3,2.18333333333333,12.0458015267176,89.2953053435114,0.973127853599699,1.2742770328832,1.95082862667127,1.47712125471966,3.18355453361886
"1254",1254,2.05e+14,9.08e+13,NA,2006,12,2,131,103,1,1,"121",15,91,52,1,86,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.970425,-86.197397,18.73005,237.524,NA,NA,NA,7.234200001,796.36499,407,106,408,165,1561,0.9699,441,133,381,105,9.08402565637648,23.5666666666667,1.97,11.9627749576988,88.8850710659898,1.17609125905568,1.27253893672895,1.94882882398357,1.7160033436348,3.19340290306242
"1259",1259,2.05e+14,2.02e+13,NA,2006,12,2,133,45,1,1,"121",13.4,54,52,1,51,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.680948,-85.736281,19.12623,237.524,NA,NA,NA,7.234200001,796.36499,736,206,546,149,1504,0.955,501,153,807,260,9.08402565637648,26.9,4.42333333333333,6.08138658628485,59.8251311228335,1.12710479836481,1.28162937402361,1.77688365915945,1.7160033436348,3.17724783625562
"1272",1272,2.05e+14,2.02e+13,NA,2006,12,3,97,115,1,1,"121",9.6,57,41,1,58,50,1,85,16.7,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.193527,-81.511635,22.05911,262.886,NA,NA,NA,8.796859741,558.97198,1597,1570,520,423,1227,0.6922,667,391,1626,1466,15.7375683500271,48.3,15.1933333333333,3.17902588854761,45.4845669153137,0.982271233039568,1.34358798635049,1.65786406389927,1.61278385671974,3.088844562727
"1302",1302,2.05e+14,1.41e+14,NA,2007,12,1,3,49,1,1,"121",16,91,70,1,80,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.197133,-82.441703,19.78861,321.773,NA,NA,NA,23.9673996,1898.18994,1039,321,508,184,1360,0.8406,535,167,1683,301,12.6264495954499,28.9666666666667,7.61666666666667,3.80306345733042,48.5679365426696,1.20411998265592,1.29641528937916,1.68634965242982,1.84509804001426,3.13353890837022
"1314",1314,2.05e+14,1.41e+14,NA,2007,12,1,75,136,1,1,"121",10.7,67,53,1,63,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.255076,-82.62869,20.94223,267.05,NA,NA,NA,16.89570045,1509.02002,2028,1818,390,274,1408,0.8572,752,353,2288,1817,11.1964720322266,48.6,19.74,2.46200607902736,41.9417720364742,1.02938377768521,1.32102292496123,1.62264677542367,1.72427586960079,3.14860265480609
"1317",1317,2.05e+14,1.41e+14,NA,2007,12,1,75,144,1,1,"121",17.5,82,90,1,69,50,NA,NA,NA,1,NA,1,NA,"12/7/2009",10854,NA,"3/8/2017",489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.504852,-82.971591,20.54504,267.05,NA,NA,NA,8.917019844,545.073,1668,1473,607,254,1470,0.9056,661,194,1900,1344,16.3593130534809,34.9666666666667,15.2933333333333,2.28639930252833,41.0740989537925,1.24303804868629,1.31270699114485,1.61356804505444,1.95424250943932,3.16731733474818
